,author_name,tag
9581,wienerlot,['Others']
9582,wildcat,['Cancer_Tumor']
9583,wildmaven,['Cancer_Tumor']
9584,wilham,['Others']
9585,wilk81,['Hereditary_Disease']
9586,willow73,['Skin_Clean_Allergy']
9587,willowweed,['Cancer_Tumor']
9588,windsweptstina,"['Skin_Clean_Allergy', 'Gear']"
9589,winniec777,"['Mouth', 'Others', 'Gear', 'Hereditary_Disease', 'Author_Interest']"
9590,winstonken,"['Parasite_Infection', 'Excretory_System']"
9591,wishb0n3,['Skin_Clean_Allergy']
9592,wolfemom,['Cancer_Tumor']
9593,wolfheartmoon,"['Collar', 'Others', 'Other_Pets', 'Training', 'Mouth_Clean', 'Food_Brand']"
9594,wolflvr36,['Skin_Clean_Allergy']
9595,wolverinefan724,['Skin_Clean_Allergy']
9596,woo,['Cancer_Tumor']
9597,woodeliza,['Cancer_Tumor']
9598,woof823,"['Parasite_Infection', 'Others', 'Skin_Clean_Allergy', 'Fierce_Dog', 'Training', 'Excretory_System', 'Discussion_Question']"
9599,wooly12,['Cancer_Tumor']
9600,worriedpupmum,['Hereditary_Disease']
9601,writersblock15,['Parasite_Infection']
9602,wsilage,['Cancer_Tumor']
9603,wujix,['Parasite_Infection']
9604,wut,"['Gear', 'Others']"
9605,wuzup101,"['Parasite_Infection', 'Train_Care', 'Others']"
9606,wvu9494,['Hereditary_Disease']
9607,wxtlpite,['Others']
9608,xderby,['Hereditary_Disease']
9609,xemkayyy,['Hereditary_Disease']
9610,xenobius,['Skin_Clean_Allergy']
9611,xinnrui,['Skin_Clean_Allergy']
9612,xjessx,['Hereditary_Disease']
9613,xlilsp1keyx,['Skin_Clean_Allergy']
9614,xlimepops,['Hereditary_Disease']
9615,xox,"['Parasite_Infection', 'Allergy_Food', 'Dog_Film', 'Other_Pets', 'Accident']"
9616,xxmus1ca1,"['Cancer_Tumor', 'Food_Brand']"
9617,yanaw,['Skin_Clean_Allergy']
9618,yassybull,['Hereditary_Disease']
9619,ycchan,['Hereditary_Disease']
9620,yeahrt,"['Hereditary_Disease', 'Dog_Family']"
9621,yello6660,['Skin_Clean_Allergy']
9622,yellowdaisy2,['Others']
9623,yellowface,['Parasite_Infection']
9624,yellowwdaisy,"['Skin_Clean_Allergy', 'Others']"
9625,yodayoda,['Hereditary_Disease']
9626,yogakitty,"['Hereditary_Disease', 'Other_Animal_Food', 'Training']"
9627,yokfro,['Skin_Clean_Allergy']
9628,yorkie50505050,['Parasite_Infection']
9629,yorkiemix,['Skin_Clean_Allergy']
9630,yorkieowner101,"['Parasite_Infection', 'Color', 'Food_Brand']"
9631,youngj,['Parasite_Infection']
9632,yourdogcare,"['Cancer_Tumor', 'Gear']"
9633,youthink,"['Hereditary_Disease', 'Others']"
9634,yoyi1784,['Others']
9635,yuibouzu,['Hereditary_Disease']
9636,yxsminex,['Hereditary_Disease']
9637,zachdaddy,['Hereditary_Disease']
9638,zanytactics1981,['Hereditary_Disease']
9639,zaracatani,"['Other_Pets', 'Parasite_Infection', 'Allergy_Food']"
9640,zazuuu,"['Cancer_Tumor', 'Training']"
9641,zdogsurvey,['Others']
9642,zekethemask,['Skin_Clean_Allergy']
9643,zeppelin390,['Parasite_Infection']
9644,ziggy21,['Cancer_Tumor']
9645,zigito,['Others']
9646,zipper84,['Cancer_Tumor']
9647,zipperdoodle,['Hereditary_Disease']
9648,zippymoo2002,['Cancer_Tumor']
9649,zipster,['Hereditary_Disease']
9650,zirk95,['Skin_Clean_Allergy']
9651,zjcrump,['Skin_Clean_Allergy']
9652,zodiaks,['Hereditary_Disease']
9653,zoe472,['Cancer_Tumor']
9654,zoey jazelle the pitbox,"['Food_Brand', 'Others']"
9655,zoey1998,['Cancer_Tumor']
9656,zoie,"['Nutrition', 'Food_Ingredient', 'Others', 'Collar']"
9657,zookeeper1,"['Nutrition', 'Color', 'Other_Animal_Food', 'Others']"
9658,zoorr,['Hereditary_Disease']
9659,zottewortel,['Others']
9660,zr4x4,['Hereditary_Disease']
9661,zsa zsa,['Hereditary_Disease']
9662,zstewa3,['Parasite_Infection']
9663,2Dogfarm,"['Gear', 'Dog_Family', 'Others', 'Digestive_System']"
9664,2Huskies,['Excretory_System']
9665,2labs,"['Meet_Memory', 'Food_Brand']"
9666,2pups,['Food_Ingredient']
9667,2rtxc,['Food_Brand']
9668,4x4gurl1121,"['Rare_Guide', 'Others', 'Digestive_System']"
9669,ACD 1,['Allergy_Food']
9670,Abbey1,"['Collar', 'Excretory_System', 'Others']"
9671,Abby,['Food_Brand']
9672,Abigail,"['Others', 'Clothes', 'Train_Care', 'Condolences', 'Excretory_System', 'Meet_Memory']"
9673,Acey,"['Dog_Family', 'Excretory_System', 'Accident', 'Collar']"
9674,Adp1111,"['Food_Brand', 'Welcome_New_Partner']"
9675,AdriansMommy16,['Food_Brand']
9676,Affanita,"['Excretory_System', 'Others']"
9677,Agent Kay,"['Others', 'Food_Brand']"
9678,Agent Rusty,"['Others', 'Food_Brand', 'Dog_Film']"
9679,AgilityAce,['Food_Brand']
9680,AkaiChan,['Food_Brand']
9681,Alan,['Digestive_System']
9682,Ali,"['Accident', 'Digestive_System']"
9683,AlleyGator13,"['Train_Care', 'Food_Brand']"
9684,AmarilisMaio,['Food_Brand']
9685,Anbustx,"['Behavior_Play_Outside', 'Others', 'Accident', 'Food_Brand']"
9686,AndreanBrora,"['Other_Pets', 'Others', 'Food_Brand', 'Dog_Daily_Life']"
9687,Angelwing,"['Grooming_Tools', 'Other_Animal_Food']"
9688,AngieB,"['Food_Brand', 'Training']"
9689,Animallover13,['Allergy_Food']
9690,Antajo,"['Mouth_Clean', 'Clothes', 'Fierce_Dog', 'Food_Brand']"
9691,Anuschka,['Food_Brand']
9692,Apollo,['Food_Brand']
9693,Aqualoon,"['Others', 'Food_Brand']"
9694,Arishok,"['Excretory_System', 'Gear']"
9695,Arnold Grundel,['Food_Brand']
9696,AshleyC,['Food_Ingredient']
9697,AuntyMokasser,['Other_Animal_Food']
9698,AussieMutt,"['Others', 'Food_Brand']"
9699,AussieX2Mom,['Food_Brand']
9700,B0NES,"['Train_Care', 'Food_Brand', 'Others']"
9701,BIteWorkHeeler,"['Dog_Family', 'Others', 'Other_Pets', 'Train_Care', 'Food_Brand']"
9702,BaconPancake,['Food_Brand']
9703,BagLady,"['Rare_Guide', 'Behavior_Play_Outside', 'Others', 'Food_Brand']"
9704,BaileyMonster,['Food_Brand']
9705,BarkandSwagger,"['Allergy_Food', 'Dog_Family']"
9706,Beach Dog Mom,"['Meet_Memory', 'Excretory_System']"
9707,Beardo,"['Mouth', 'Allergy_Food', 'Other_Pets', 'Gear', 'Dog_Daily_Life']"
9708,Bernermom,['Food_Ingredient']
9709,BerneseMountainDog,"['Food_Ingredient', 'Meet_Memory', 'Collar', 'Dog_Film']"
9710,Best deals,['Allergy_Food']
9711,Bgill1215,['Allergy_Food']
9712,Big Dog Bert,['Excretory_System']
9713,BillNye,"['Allergy_Food', 'Meet_Memory']"
9714,Billie Sun,"['Mouth_Clean', 'Clothes', 'Others', 'Food_Brand']"
9715,BirdieJazz,['Food_Brand']
9716,BlaculaSimbaJohnson,"['Collar', 'Grooming_Tools', 'Others', 'Food_Brand']"
9717,BlueGhost,['Food_Brand']
9718,BlueMoon3,['Food_Brand']
9719,Bmatwyko,['Digestive_System']
9720,BobinSF,['Food_Brand']
9721,Boloney on the Road,['Food_Brand']
9722,BorderCollieMommy,['Food_Brand']
9723,Bosley 30,['Food_Brand']
9724,BraccoMusterLab,['Food_Brand']
9725,BreaMarie,"['Meet_Memory', 'Others', 'Food_Brand']"
9726,Brick97,"['Behavior_Play_Outside', 'Other_Animal_Food']"
9727,Brit,"['Collar', 'Dog_Family', 'Dog_Challenge', 'Food_Brand']"
9728,Bruce,"['Dog_Family', 'Collar', 'Other_Pets', 'Fierce_Dog', 'Dog_Giving', 'Food_Brand']"
9729,BubbbleBrains,"['Others', 'Digestive_System']"
9730,CJ2012,['Food_Brand']
9731,CMoore1002,['Food_Brand']
9732,COCOLEE,['Food_Brand']
9733,Canadadry,['Excretory_System']
9734,Candy Aisle Shih Tzu,['Food_Ingredient']
9735,CanineRox,['Food_Brand']
9736,Carrieb715,['Food_Brand']
9737,Carter44,['Other_Animal_Food']
9738,Cary77,['Allergy_Food']
9739,Cat0912,['Food_Brand']
9740,Catya22,['Other_Animal_Food']
9741,Cbenedick,['Food_Brand']
9742,ChBerry,['Excretory_System']
9743,Charlie167,"['Other_Animal_Food', 'Others']"
9744,CharlieC,"['Mouth_Clean', 'Food_Ingredient', 'Others', 'Accident']"
9745,CharlieDog,['Food_Brand']
9746,CharlieX,['Food_Brand']
9747,ChelleyGood,['Food_Brand']
9748,CheriAlex323,"['Dog_Racing', 'Gear', 'Food_Brand']"
9749,Cherrysmom,['Other_Animal_Food']
9750,Chris Kennedy,"['Discussion_Question', 'Allergy_Food', 'Collar']"
9751,Chriskey2015,"['Mouth', 'Others', 'Food_Brand']"
9752,Christopher73,['Allergy_Food']
9753,Chubby99,"['Meet_Memory', 'Food_Brand']"
9754,Cindi,"['Discussion_Question', 'Digestive_System']"
9755,Claytonvet,['Excretory_System']
9756,Cleveland Steve,"['Gear', 'Food_Brand', 'Others']"
9757,Clinton,['Food_Brand']
9758,Cliswp,['Food_Brand']
9759,Cmeadows,['Food_Brand']
9760,Cocker123,"['Food_Brand', 'Dog_Daily_Life']"
9761,Codex1,"['Mouth', 'Other_Animal_Food']"
9762,ColliePit22,['Allergy_Food']
9763,Collifornia,"['Train_Care', 'Food_Brand', 'Others']"
9764,Colt,"['Discussion_Question', 'Excretory_System']"
9765,ConorD,"['Excretory_System', 'Dog_Family']"
9766,Cookie001,"['Food_Brand', 'Dog_Film']"
9767,Coops95,"['Meet_Memory', 'Others', 'Food_Brand']"
9768,CosmosMommy,"['Collar', 'Others', 'Food_Brand']"
9769,CountryDog,"['Dog_Family', 'Food_Brand']"
9770,Countrygirl,['Allergy_Food']
9771,Cranberrysmom,"['Train_Care', 'Reinforcement_Train_Tip', 'Food_Brand']"
9772,Crickets mom,['Food_Ingredient']
9773,Crooks,"['Fierce_Dog', 'Excretory_System', 'Dog_Family']"
9774,CsuPoodle,['Food_Brand']
9775,DGBON,"['Discussion_Question', 'Skin_Clean_Allergy', 'Dog_Family', 'Food_Brand']"
9776,DMBFiredancer,"['Other_Pets', 'Excretory_System', 'Others', 'Dog_Film']"
9777,DOG GONE IT,['Food_Brand']
9778,Dabar23,['Excretory_System']
9779,Daisy05,"['Behavior_Play_Outside', 'Others', 'Food_Brand']"
9780,DamnDonald,"['Training', 'Excretory_System', 'Others', 'Gear']"
9781,Dane Good Biscuits,['Food_Brand']
9782,DaneLovers,"['Fierce_Dog', 'Food_Brand']"
9783,Daniella6627,['Food_Brand']
9784,DanielleK,['Food_Brand']
9785,Dannosarusrex,"['Behavior_Play_Outside', 'Others', 'Food_Brand']"
9786,DarkKurozaky,['Food_Brand']
9787,DarknessFalls,"['Meet_Memory', 'Gear', 'Food_Brand']"
9788,Darvon,['Allergy_Food']
9789,Dayanaria,"['Allergy_Food', 'Others']"
9790,Dayten,['Food_Brand']
9791,Dead Can Dance,"['Food_Brand', 'Dog_Film']"
9792,Deepies Grandma,['Food_Ingredient']
9793,DelanaMomma,"['Others', 'Other_Pets', 'Clothes', 'Food_Ingredient', 'Bedding']"
9794,DennisCanfield,"['Author_Interest', 'Other_Animal_Food', 'Accident']"
9795,DesignerPup711,"['Discussion_Question', 'Excretory_System']"
9796,Devo,"['Allergy_Food', 'Others']"
9797,Di1586,"['Other_Pets', 'Others', 'Color', 'Food_Brand']"
9798,Diana122,"['Allergy_Food', 'Skin_Clean_Allergy', 'Others']"
9799,DieselandEllieMae,['Food_Brand']
9800,DistantThunder,['Excretory_System']
9801,DogGuy,['Food_Brand']
9802,Dogs23,['Food_Brand']
9803,DomByard,['Other_Animal_Food']
9804,Donato,['Food_Brand']
9805,Doogie,['Excretory_System']
9806,DrZ123,"['Food_Brand', 'Dog_Daily_Life']"
9807,Draco88543,['Other_Animal_Food']
9808,E J,['Food_Brand']
9809,ELS1976,"['Allergy_Food', 'Training']"
9810,Eamon Mann,['Excretory_System']
9811,Earthsinger,['Other_Animal_Food']
9812,Eddie4444,['Food_Brand']
9813,Elmo the Bear,"['Bedding', 'Meet_Memory', 'Digestive_System']"
9814,Elsa,"['Other_Pets', 'Food_Brand']"
9815,EmmaRoo,"['Collar', 'Food_Brand', 'Dog_Film']"
9816,Enzo,"['Mouth', 'Dog_Family', 'Food_Brand']"
9817,Eric09,['Food_Brand']
9818,Erikalee,"['Bedding', 'Food_Brand']"
9819,Erinyes,"['Allergy_Food', 'Dog_Family', 'Author_Interest']"
9820,Eriz123,['Food_Brand']
9821,EsotericForest,['Excretory_System']
9822,Eve Park,"['Other_Animal_Food', 'Others']"
9823,EvieRae,"['Collar', 'Others', 'Food_Brand']"
9824,ExenderVes,['Food_Brand']
9825,Eyn,"['Collar', 'Food_Brand']"
9826,Ezz,['Allergy_Food']
9827,FeedtheNeed,['Other_Animal_Food']
9828,FeistTheDog,"['Food_Ingredient', 'Training']"
9829,Ferrera,"['Food_Ingredient', 'Others']"
9830,Fishhead714,['Food_Brand']
9831,Flak,['Food_Brand']
9832,Flame555,"['Gear', 'Food_Brand']"
9833,Fleur25,"['Discussion_Question', 'Food_Brand']"
9834,Flynn0423,['Food_Brand']
9835,ForeverFox940,['Food_Brand']
9836,Foreverflicka,"['Others', 'Food_Brand', 'Dog_Daily_Life']"
9837,FoxCrest,['Excretory_System']
9838,Freespin,"['Dog_Racing', 'Others', 'Food_Brand']"
9839,Galactic90,['Allergy_Food']
9840,Garmie1,"['Clothes', 'Excretory_System', 'Dog_Family', 'Dog_Film']"
9841,Gazraz,['Excretory_System']
9842,GeeWillikers,['Excretory_System']
9843,Gemisdad,"['Others', 'Food_Brand']"
9844,George Naftel,"['Food_Ingredient', 'Collar']"
9845,GizmoMama,['Food_Ingredient']
9846,Glutzz,"['Breed_Color', 'Food_Brand']"
9847,Goodie,"['Others', 'Food_Brand', 'Dog_Daily_Life']"
9848,Graceshuman,['Excretory_System']
9849,GreatDaneLover1001,['Food_Brand']
9850,Greater Swiss,"['Collar', 'Behavior_Play_Outside', 'Dog_Family', 'Food_Brand']"
9851,Greg6407,['Allergy_Food']
9852,Gsdlover425,"['Allergy_Food', 'Others', 'Collar']"
9853,H2opl20,['Food_Brand']
9854,HalfPintPosted,['Food_Brand']
9855,Hali,"['Others', 'Food_Brand']"
9856,Happy dog owner,['Food_Ingredient']
9857,Happyhound,"['Dog_Family', 'Excretory_System', 'Train_Care', 'Dog_Giving']"
9858,HarryDresden,"['Dog_Family', 'Accident', 'Food_Brand']"
9859,Hartcoregamer24,"['Excretory_System', 'Color', 'Author_Interest']"
9860,Haylobro,['Digestive_System']
9861,Hummingbirdkrista,"['Gear', 'Food_Brand', 'Others']"
9862,HurdyGurdy,"['Mouth_Clean', 'Dog_Pray', 'Others', 'Digestive_System']"
9863,Huskavar Jones,"['Clothes', 'Allergy_Food', 'Meet_Memory', 'Others']"
9864,IAmHusky,"['Grooming_Tools', 'Gear', 'Accident', 'Food_Brand']"
9865,IDDHandler88,['Other_Animal_Food']
9866,ILOVEMYDOGSwoof,"['Food_Ingredient', 'Others']"
9867,Ina13,['Food_Brand']
9868,Indiandpuppy,['Allergy_Food']
9869,Inger,"['Collar', 'Others', 'Grooming_Tools', 'Excretory_System', 'Behavior_Play_Outside', 'Accident']"
9870,ItalianDogz,['Other_Animal_Food']
9871,IvanaKovacev,"['Mouth', 'Allergy_Food', 'Others']"
9872,IvyQuinn,"['Discussion_Question', 'Others', 'Food_Brand']"
9873,Izak1011,['Other_Animal_Food']
9874,JDShelties,['Food_Brand']
9875,JDavis,['Other_Animal_Food']
9876,JEC,['Food_Brand']
9877,JJAK,"['Collar', 'Food_Brand', 'Dog_Giving']"
9878,JPhan,"['Other_Animal_Food', 'Others']"
9879,JWill2,['Digestive_System']
9880,JackTheDog,"['Others', 'Food_Brand']"
9881,JakeTaylor,['Food_Brand']
9882,Jamaica,"['Meet_Memory', 'Digestive_System']"
9883,JamieBear,['Allergy_Food']
9884,Jan Ensign,"['Dog_Family', 'Food_Brand']"
9885,Janecambodia,"['Behavior_Play_Outside', 'Excretory_System']"
9886,JayMot,"['Behavior_Play_Outside', 'Others', 'Food_Brand']"
9887,Jbernal,"['Collar', 'Food_Brand']"
9888,Jdebeaubien,"['Behavior_Play_Outside', 'Others', 'Food_Brand']"
9889,JeffJones,['Food_Brand']
9890,JellOh,"['Others', 'Dog_Family', 'Other_Animal_Food', 'Collar']"
9891,Jemmamollett,"['Others', 'Food_Brand']"
9892,Jessie B,['Food_Brand']
9893,Jessiebella,"['Collar', 'Others', 'Other_Pets', 'Clothes', 'Dog_Giving', 'Food_Brand']"
9894,JessyGirl,"['Mouth', 'Dog_Family', 'Food_Brand']"
9895,JinUzuki,"['Other_Pets', 'Train_Care', 'Dog_Family', 'Food_Brand']"
9896,JoanneD,"['Others', 'Food_Brand']"
9897,Joe1992,['Food_Brand']
9898,Joeysmum,"['Mouth_Clean', 'Excretory_System']"
9899,Johnny,"['Reinforcement_Train_Tip', 'Others', 'Food_Brand', 'Bedding', 'Color']"
9900,Jonnywhoop,['Food_Brand']
9901,Jozy,['Allergy_Food']
9902,Juthan,"['Other_Pets', 'Food_Brand']"
9903,KC Foggin,"['Discussion_Question', 'Excretory_System']"
9904,KGN,"['Breed_Color', 'Food_Brand']"
9905,KMSeverson,"['Other_Pets', 'Excretory_System']"
9906,KSGSD,"['Food_Brand', 'Dog_Daily_Life']"
9907,Kalania,"['Dog_Film', 'Behavior_Play_Outside', 'Dog_Daily_Life', 'Digestive_System']"
9908,Karma0130,['Food_Brand']
9909,Kazanza,['Allergy_Food']
9910,Keelysmom,['Excretory_System']
9911,Kelle619,"['Others', 'Food_Brand']"
9912,Kelly21224,['Food_Brand']
9913,Kiba,"['Collar', 'Dog_Family', 'Accident', 'Food_Brand']"
9914,KimSteph,"['Other_Pets', 'Others', 'Food_Brand']"
9915,Kina,['Excretory_System']
9916,Kingpollard44,['Food_Brand']
9917,Kittykat,"['Excretory_System', 'Gear']"
9918,Kkobi24,['Food_Brand']
9919,Kliptick,['Excretory_System']
9920,Kristara,"['Mouth', 'Allergy_Food', 'Grooming_Tools']"
9921,Kristie20,['Food_Brand']
9922,Kurt,['Food_Brand']
9923,Lacesea,"['Dog_Challenge', 'Others', 'Digestive_System']"
9924,Lalaith,"['Excretory_System', 'Others']"
9925,LanaStephens,['Allergy_Food']
9926,Leeann68,['Food_Ingredient']
9927,Les,['Food_Brand']
9928,Lexilu,['Food_Brand']
9929,Lilbo,"['Fierce_Dog', 'Food_Brand', 'Others']"
9930,Lilliana,['Food_Brand']
9931,Lindseynotlindsay,"['Skin_Clean_Allergy', 'Gear', 'Dog_Family', 'Digestive_System']"
9932,Lisa2324,['Food_Brand']
9933,Logans,['Food_Brand']
9934,Lola15,['Food_Brand']
9935,Lollypops,['Food_Brand']
9936,Lordjameson,['Food_Brand']
9937,Loupop,"['Collar', 'Others', 'Food_Brand']"
9938,Lucandog,"['Allergy_Food', 'Others']"
9939,Luismvm,"['Others', 'Food_Brand']"
9940,Lunie,"['Excretory_System', 'Dog_Family']"
9941,Luxorien,"['Excretory_System', 'Dog_Family', 'Gear']"
9942,MMDNM,['Allergy_Food']
9943,MR Tex,['Excretory_System']
9944,MaddieWolfie,"['Dog_Challenge', 'Collar', 'Others', 'Other_Pets', 'Gear', 'Food_Brand']"
9945,MaggieMoo,['Food_Brand']
9946,Magic8,['Food_Brand']
9947,MaidenEddie,"['Clothes', 'Gear', 'Food_Brand', 'Others']"
9948,Malena,['Food_Ingredient']
9949,Mamoii,['Excretory_System']
9950,MandyPandy,['Food_Brand']
9951,Marcel,['Excretory_System']
9952,Marcin,['Excretory_System']
9953,MariaChex,['Food_Brand']
9954,Markymarkmx,['Allergy_Food']
9955,Marry Ann,"['Breed_Color', 'Food_Brand']"
9956,MartynaR,['Other_Animal_Food']
9957,Marvinsmommy,"['Allergy_Food', 'Others']"
9958,Masterofnone58,['Excretory_System']
9959,MaxNWizzy,['Food_Brand']
9960,MayMay,['Food_Brand']
9961,Megandawn,['Food_Brand']
9962,Melh,['Food_Brand']
9963,Merrill,['Excretory_System']
9964,MichiyoFir,"['Bedding', 'Meet_Memory', 'Food_Brand']"
9965,Milliee,"['Allergy_Food', 'Meet_Memory']"
9966,Milob1,['Food_Brand']
9967,Mirrorakay,"['Discussion_Question', 'Food_Brand']"
9968,MississippiDogLover,"['Mouth', 'Food_Brand']"
9969,MistyF,"['Collar', 'Dog_Family', 'Discussion_Question', 'Food_Brand']"
9970,Mobezilla,"['Behavior_Play_Outside', 'Food_Brand']"
9971,Moveitfootballhead,['Food_Brand']
9972,MsPony,"['Bedding', 'Fierce_Dog', 'Food_Brand']"
9973,MummyPups22,['Food_Brand']
9974,MurphyandBen,"['Mouth_Clean', 'Meet_Memory', 'Excretory_System']"
9975,MurrayM,"['Rare_Guide', 'Excretory_System', 'Others']"
9976,Muttzilla,['Other_Animal_Food']
9977,Muzza,['Digestive_System']
9978,MysticGohan,"['Behavior_Play_Outside', 'Excretory_System']"
9979,Nani,"['Excretory_System', 'Others']"
9980,Narrator,['Food_Brand']
9981,Natjackson90,['Allergy_Food']
9982,NaturalK9Supplies,['Food_Brand']
9983,Nautilus,['Allergy_Food']
9984,NelsonTheSchnauzer,['Food_Brand']
9985,New,['Food_Brand']
9986,Newfielover15,"['Excretory_System', 'Others', 'Dog_Giving']"
9987,Niamh86,['Allergy_Food']
9988,NicoleH19,['Food_Brand']
9989,NomAnor,['Food_Brand']
9990,Norpan eventing,['Excretory_System']
9991,NurseKelli,['Food_Ingredient']
9992,OldyGoldy,['Food_Brand']
9993,Onlyashes07,['Food_Brand']
9994,OutCold113,"['Train_Care', 'Food_Brand']"
9995,OvisMum,"['Excretory_System', 'Emotion']"
9996,Pakka,"['Discussion_Question', 'Excretory_System', 'Others']"
9997,Patches,['Food_Brand']
9998,PawstotheWalls,"['Others', 'Accident', 'Food_Brand']"
9999,PeePeeHead,"['Dog_Family', 'Collar', 'Food_Brand', 'Welcome_New_Partner', 'Meet_Memory']"
10000,Pennygirl,['Food_Brand']
10001,Pennypants,['Food_Brand']
10002,Persephone,"['Meet_Memory', 'Others', 'Food_Brand']"
10003,PetHealthStore,['Other_Animal_Food']
10004,Petlover7,"['Other_Pets', 'Train_Care', 'Food_Brand']"
10005,PineapplePandas723,['Food_Brand']
10006,Pinkspore,"['Allergy_Food', 'Accident', 'Collar', 'Author_Interest']"
10007,PixelPup,['Food_Brand']
10008,Plingie,"['Dog_Challenge', 'Others', 'Other_Pets', 'Hair_Combing', 'Food_Brand', 'Accident']"
10009,PoochPaws13,['Food_Brand']
10010,PoodlePomMom,"['Hair_Combing', 'Food_Brand']"
10011,PreciousPetZ,['Food_Brand']
10012,PugLov,"['Hair_Combing', 'Gear', 'Food_Brand']"
10013,PugMonny2142,['Excretory_System']
10014,Pupsofthenight,"['Others', 'Food_Brand']"
10015,Pupsqueak,"['Mouth', 'Others', 'Food_Brand']"
10016,Purebredmutt,"['Behavior_Play_Outside', 'Accident', 'Food_Brand', 'Dog_Giving']"
10017,Quincy,['Food_Brand']
10018,RGosling,['Food_Brand']
10019,RHacken,"['Others', 'Food_Brand', 'Dog_Daily_Life']"
10020,RODRIGO,['Food_Brand']
10021,ROJOR1979,['Excretory_System']
10022,RachelC,['Food_Brand']
10023,Radhika753,['Food_Brand']
10024,Ranchero,['Food_Brand']
10025,Rasco2011,"['Others', 'Food_Brand']"
10026,Raven,"['Gear', 'Food_Brand', 'Others']"
10027,Rchurch,['Allergy_Food']
10028,Redeyejedi,"['Others', 'Accident', 'Food_Brand']"
10029,RescueMomma,"['Behavior_Play_Outside', 'Excretory_System', 'Others']"
10030,Ribzy,['Food_Brand']
10031,Rider14,"['Mouth_Clean', 'Others', 'Food_Brand', 'Welcome_New_Partner']"
10032,Robin Edward,"['Others', 'Digestive_System']"
10033,Roby Amor,"['Allergy_Food', 'Others', 'Behavior_Play_Outside', 'Collar']"
10034,RockMaterial,['Food_Brand']
10035,Romi Fione,['Digestive_System']
10036,Ronjaxon,"['Others', 'Food_Brand']"
10037,Ronne,"['Breed_Color', 'Collar', 'Others', 'Train_Care', 'Grooming_Tools', 'Food_Brand', 'Discussion_Question']"
10038,RosieDame,"['Others', 'Food_Brand']"
10039,RottnThor4,"['Author_Interest', 'Digestive_System']"
10040,Rowedav,"['Others', 'Food_Brand']"
10041,Roxydog,['Food_Brand']
10042,Russell,['Other_Animal_Food']
10043,RyanMasho,"['Grooming_Tools', 'Food_Brand']"
10044,Rylie13,['Excretory_System']
10045,SAINTBLENNON,"['Other_Pets', 'Food_Ingredient']"
10046,Sagar,"['Training', 'Excretory_System', 'Dog_Film']"
10047,SamL81,"['Gear', 'Food_Brand', 'Others']"
10048,Samantha115,['Food_Brand']
10049,SammyWorld,['Food_Brand']
10050,Sarah262,"['Food_Brand', 'Dog_Daily_Life']"
10051,Saycodesty,"['Others', 'Food_Brand']"
10052,ScarlettO,"['Other_Pets', 'Excretory_System']"
10053,Sdbrow1,['Allergy_Food']
10054,Seleradc,['Food_Brand']
10055,Severely Wrecked,['Food_Brand']
10056,Shadoo,"['Other_Pets', 'Train_Care', 'Food_Brand']"
10057,ShafiDorani,['Food_Brand']
10058,Shawna,['Excretory_System']
10059,Shelti,"['Mouth_Clean', 'Mouth', 'Food_Brand', 'Dog_Film']"
10060,SimplyLiz,['Food_Brand']
10061,Sirrah27,['Food_Ingredient']
10062,Skate Skier,['Food_Brand']
10063,Skylarwant,['Food_Brand']
10064,Smoo442,['Food_Brand']
10065,SoniaK,"['Allergy_Food', 'Others']"
10066,Sophiathegreat,['Food_Brand']
10067,Spennington,"['Excretory_System', 'Gear']"
10068,Spice,['Food_Brand']
10069,Squirrel,"['Hair_Combing', 'Digestive_System']"
10070,Stacela215,['Excretory_System']
10071,Steel17,"['Fierce_Dog', 'Meet_Memory', 'Excretory_System', 'Others']"
10072,Stella615,"['Others', 'Food_Brand', 'Dog_Daily_Life']"
10073,SteveT8,['Food_Brand']
10074,Sting,"['Train_Care', 'Food_Brand', 'Others']"
10075,Sunshine06,['Food_Ingredient']
10076,SupaSchnauzer,['Excretory_System']
10077,Swhitt,"['Others', 'Food_Brand']"
10078,SwirlTail,"['Mouth', 'Collar', 'Others', 'Mouth_Clean', 'Behavior_Play_Outside', 'Food_Brand', 'Dog_Daily_Life']"
10079,TankNintendo,"['Other_Pets', 'Mouth', 'Food_Ingredient', 'Others']"
10080,Tatyana,['Food_Brand']
10081,Taz2017,"['Food_Ingredient', 'Others']"
10082,Tazma,"['Allergy_Food', 'Others']"
10083,Teampitbulls,['Food_Ingredient']
10084,Techwonder,['Food_Brand']
10085,Terrier21,['Food_Brand']
10086,TerrierMix Dixie,"['Bedding', 'Food_Ingredient', 'Others']"
10087,Teso22,['Other_Animal_Food']
10088,TheDogGuy,['Other_Animal_Food']
10089,TheHealthyPup,['Food_Brand']
10090,TheScrewyPanda,"['Food_Brand', 'Dog_Film']"
10091,Thearod,['Excretory_System']
10092,Thomas Cullen,['Food_Brand']
10093,Thugzook,['Food_Brand']
10094,TinaFors,"['Excretory_System', 'Others']"
10095,Todd2010,"['Allergy_Food', 'Dog_Family', 'Others']"
10096,TooManyPups,['Food_Brand']
10097,Top,"['Dog_Family', 'Digestive_System']"
10098,ToyPom,"['Reinforcement_Train_Tip', 'Food_Brand']"
10099,TragicJuliet,"['Others', 'Food_Brand']"
10100,Trevorgee4,"['Mouth_Clean', 'Food_Brand']"
10101,Tripleyum,['Allergy_Food']
